,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,diff_srv_rate,srv_diff_host_rate,dst_host_srv_count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_srv_rerror_rate,attack,level
59551,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.06,0.96,0.0,1,1.0,0.0,0.0,1.0,satan,18
59553,0,udp,domain_u,SF,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0.0,0.0,0.56,255,0.0,0.0,0.0,0.0,normal,21
59554,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,19,1.0,0.05,0.0,64,0.02,0.0,0.0,0.0,neptune,19
59557,0,tcp,nnsp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,18,0.0,0.06,0.0,18,0.07,0.0,0.0,1.0,neptune,20
59558,0,tcp,http,SF,252,803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
59559,0,tcp,telnet,RSTO,126,179,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,46,0.0,0.02,0.0,0.96,guess_passwd,9
59561,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0.0,0.0,1.0,159,0.0,1.0,0.5,0.0,ipsweep,15
59562,0,tcp,ftp_data,SF,192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,179,0.04,0.61,0.01,0.0,normal,21
59563,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0,0.0,1.0,255,0.0,0.03,0.06,1.0,normal,21
59564,0,tcp,other,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0.23,1.0,0.0,1,1.0,0.0,0.0,1.0,satan,20
59565,0,icmp,urp_i,SF,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0.0,0.09,0.0,8,0.01,0.03,0.0,0.0,normal,18
59566,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,19,1.0,0.05,0.0,19,0.05,0.0,0.0,0.0,neptune,21
59568,0,tcp,http,SF,210,443,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,255,0.0,0.17,0.05,0.0,normal,21
59569,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1.0,0.4,0.0,2,0.09,0.0,0.0,0.0,neptune,21
59570,0,tcp,http,SF,309,757,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0.0,0.0,0.33,255,0.0,0.02,0.04,0.0,normal,21
59572,0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,109,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,20
59573,0,tcp,uucp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,8,1.0,0.05,0.0,8,0.04,0.0,0.0,0.0,neptune,19
59574,0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,90,0.05,0.98,0.3,0.0,normal,17
59576,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.0,1,0.44,0.38,0.0,1.0,portsweep,20
59577,0,tcp,ftp_data,SF,259,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,2,0.01,0.01,0.0,0.0,normal,21
59578,0,udp,domain_u,SF,45,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,138,0.0,0.0,0.03,255,0.0,0.0,0.0,0.0,normal,20
59579,0,tcp,http,SF,289,726,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
59581,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,19,1.0,0.05,0.0,2,0.08,0.0,0.0,0.0,neptune,21
59582,0,udp,domain_u,SF,44,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,273,0.0,0.01,0.0,254,0.01,0.0,0.0,0.0,normal,18
59583,0,tcp,http,SF,219,1024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,22,0.0,0.0,0.0,255,0.0,0.05,0.03,0.0,normal,21
59585,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0.0,0.0,1.0,159,0.0,1.0,0.5,0.0,ipsweep,15
59587,4,tcp,smtp,SF,592,404,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,148,0.4,0.2,0.01,0.0,normal,21
59588,0,tcp,http,SF,225,1240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
59589,0,tcp,kshell,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,6,0.0,0.06,0.0,6,0.05,0.0,0.0,1.0,neptune,20
59590,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,9,1.0,0.06,0.0,11,0.06,0.0,0.0,0.0,neptune,21
59591,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0.0,0.0,1.0,110,0.0,1.0,0.5,0.0,ipsweep,15
59592,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,17,1.0,0.05,0.0,30,0.05,0.0,0.0,0.0,neptune,18
59593,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,1.0,25,0.0,1.0,0.52,0.0,ipsweep,17
59599,0,udp,private,SF,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,67,0.03,0.89,0.0,0.0,nmap,11
59600,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0.0,0.15,0.0,18,0.75,0.3,0.0,0.0,satan,15
59601,0,tcp,daytime,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,23,1.0,0.05,0.0,11,0.06,0.0,0.0,0.0,neptune,18
59602,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,302,0.0,0.0,0.0,255,0.0,1.0,0.0,0.0,smurf,18
59603,0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,78,0.0,0.0,0.03,255,0.0,0.01,0.0,0.0,normal,21
59604,0,tcp,finger,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1.0,0.4,0.0,19,0.06,0.0,0.0,0.0,neptune,18
59606,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,255,0.0,0.17,0.24,1.0,normal,21
59607,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0.0,0.28,0.0,12,0.77,0.27,0.0,0.0,satan,18
59609,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,8,1.0,0.08,0.0,8,0.09,0.0,0.0,0.0,neptune,21
59610,0,tcp,netbios_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5,1.0,0.06,0.0,5,0.05,0.0,0.0,0.0,neptune,19
59612,0,tcp,netstat,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,2,1.0,0.07,0.0,2,0.08,0.0,0.0,0.0,neptune,20
59613,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,4,0.0,0.08,0.0,4,0.09,0.0,0.0,1.0,neptune,21
59614,0,tcp,sunrpc,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,13,1.0,0.06,0.0,1,0.07,0.0,0.0,0.0,neptune,18
59615,0,tcp,csnet_ns,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,15,1.0,0.06,0.0,15,0.08,0.0,0.0,0.0,neptune,20
59616,0,tcp,Z39_50,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,7,1.0,0.08,0.0,7,0.07,0.0,0.0,0.0,neptune,19
59617,2,tcp,smtp,SF,658,324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,169,0.06,0.01,0.01,0.0,normal,21
59619,0,tcp,vmnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,7,1.0,0.07,0.0,7,0.08,0.0,0.0,0.0,neptune,20
59620,0,tcp,http,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12,1.0,0.11,0.0,41,0.05,0.0,0.0,0.0,neptune,18
59621,0,tcp,http,SF,251,261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,31,0.0,0.0,0.06,255,0.0,0.0,0.0,0.0,normal,21
59622,0,tcp,http,SF,353,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,12,0.0,0.0,0.17,255,0.0,0.0,0.0,0.0,normal,21
59623,0,udp,domain_u,SF,45,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,0.0,0.0,0.0,255,0.0,0.01,0.0,0.0,normal,18
59624,0,tcp,courier,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,14,0.0,0.06,0.0,14,0.06,0.0,0.0,1.0,neptune,19
59625,0,tcp,http,SF,264,668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,28,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
59626,0,tcp,ftp_data,SF,172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,81,0.03,0.34,0.02,0.0,normal,21
59627,0,udp,other,SF,147,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0.83,0.99,0.0,0.0,normal,21
59628,0,tcp,http,SF,143,193,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,13,0.0,0.0,0.15,255,0.0,1.0,0.03,0.0,normal,21
59629,0,icmp,eco_i,SF,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,166,0.0,1.0,0.25,0.0,ipsweep,17
59630,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0.0,0.0,1.0,33,0.0,1.0,0.27,0.0,nmap,15
59631,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0.0,0.0,1.0,70,0.0,1.0,0.5,0.0,ipsweep,17
59633,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,14,1.0,0.06,0.0,26,0.05,0.0,0.0,0.0,neptune,20
59638,0,tcp,courier,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,7,1.0,0.06,0.0,14,0.07,0.0,0.0,0.0,neptune,19
59639,0,tcp,ftp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,18,1.0,0.06,0.0,18,0.08,0.0,0.0,0.0,neptune,20
59640,0,tcp,http,SF,198,521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,255,0.0,0.25,0.05,0.0,normal,21
59642,0,udp,other,SF,516,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,272,0.0,0.0,0.0,255,0.0,1.0,0.0,0.0,normal,17
59643,21,tcp,ftp,SF,230,767,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,28,0.07,0.01,0.0,0.0,normal,21
59644,0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,170,0.0,0.0,0.01,229,0.01,0.0,0.0,0.0,normal,18
59645,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0.0,0.0,1.0,43,0.0,1.0,0.51,0.0,ipsweep,15
59647,0,tcp,http,SF,203,1040,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,0.0,0.0,0.17,255,0.0,0.0,0.02,0.0,normal,21
59648,0,tcp,hostnames,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,5,1.0,0.06,0.0,5,0.07,0.0,0.0,0.0,neptune,20
59650,0,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0,0.0,1,0.63,0.63,0.0,1.0,portsweep,18
59651,0,icmp,ecr_i,SF,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,0.0,0.0,0.0,255,0.0,1.0,0.0,0.0,smurf,18
59652,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,0.58,0.53,0.0,1.0,portsweep,18
59654,0,tcp,http,SF,285,970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,255,0.0,0.01,0.02,0.0,normal,21
59655,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,9,1.0,0.06,0.0,29,0.05,0.0,0.0,0.0,neptune,19
59657,0,tcp,http,SF,321,965,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0.05,0.0,0.0,255,0.0,0.01,0.01,0.0,normal,21
59659,0,tcp,http,SF,308,1178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,255,0.0,0.05,0.02,0.0,normal,21
59660,0,tcp,private,RSTR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,2,0.41,0.8,0.0,1.0,portsweep,15
59661,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10,1.0,0.07,0.0,19,0.06,0.0,0.0,0.0,neptune,20
59662,0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,119,0.0,0.0,0.0,254,0.01,0.0,0.0,0.0,normal,18
59663,0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,12,0.0,0.07,0.0,12,0.08,0.0,0.0,1.0,neptune,20
59664,0,tcp,ctf,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,15,1.0,0.06,0.0,6,0.07,0.0,0.0,0.0,neptune,18
59666,0,tcp,time,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,3,1.0,0.07,0.0,3,0.07,0.0,0.0,0.0,neptune,19
59667,0,tcp,exec,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,6,1.0,0.07,0.0,18,0.07,0.0,0.0,0.0,neptune,18
59668,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,1,1.0,0.06,0.0,8,0.05,0.0,0.0,0.0,neptune,21
59669,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,1,0.07,1.0,0.0,1,1.0,0.0,0.0,1.0,satan,19
59670,0,tcp,http,SF,211,1197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,0.0,0.0,0.3,255,0.0,0.01,0.01,0.0,normal,21
59671,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,15,1.0,0.05,0.0,17,0.07,0.0,0.0,0.0,neptune,21
59672,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,148,0.0,0.01,0.0,208,0.03,1.0,0.0,0.0,satan,15
59674,0,tcp,ctf,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,13,1.0,0.06,0.0,13,0.05,0.0,0.0,0.0,neptune,18
59675,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,19,0.0,0.06,0.0,19,0.07,0.0,0.0,1.0,neptune,21
59678,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,15,0.0,0.06,0.0,15,0.08,0.0,0.0,1.0,neptune,21
59680,0,tcp,login,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,17,1.0,0.05,0.0,4,0.07,0.0,0.0,0.0,neptune,19
59681,0,tcp,finger,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.0,0.0,10,0.03,0.01,0.2,0.0,normal,12
59682,0,tcp,http,SF,259,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,15,0.0,0.0,0.27,255,0.0,0.17,0.15,0.8,normal,21
59683,0,tcp,mtp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,19,1.0,0.06,0.0,19,0.07,0.0,0.0,0.0,neptune,19
59684,0,tcp,remote_job,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,4,1.0,0.07,0.0,4,0.08,0.0,0.0,0.0,neptune,21
59687,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,0.0,0.09,0.0,24,0.22,1.0,0.0,0.0,satan,15
59689,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,17,1.0,0.06,0.0,17,0.07,0.0,0.0,0.0,neptune,21
59692,0,tcp,uucp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,12,1.0,0.06,0.0,3,0.07,0.0,0.0,0.0,neptune,18
59694,0,tcp,vmnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,15,1.0,0.06,0.0,6,0.09,0.0,0.0,0.0,neptune,18
59695,0,udp,domain_u,SF,44,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,107,0.0,0.0,0.02,254,0.01,0.0,0.0,0.0,normal,21
59696,0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,241,0.0,1.0,0.0,0.0,normal,20
59697,0,tcp,netstat,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,1,0.0,0.07,0.0,1,0.09,0.0,0.0,1.0,neptune,20
59698,0,tcp,http,SF,284,578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,24,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
59700,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,4,1.0,0.06,0.0,8,0.07,0.0,0.0,0.0,neptune,21
59702,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0.0,0.73,0.0,1,0.38,0.79,0.0,0.0,satan,18
59703,0,tcp,bgp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,4,1.0,0.06,0.0,17,0.07,0.0,0.0,0.0,neptune,18
59704,0,tcp,http,SF,216,421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,255,0.0,0.01,0.02,0.0,normal,21
59706,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,11,1.0,0.07,0.0,1,0.08,0.0,0.0,0.0,neptune,20
59709,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,84,0.09,0.96,0.0,0.0,satan,13
59710,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,9,1.0,0.06,0.0,13,0.08,0.0,0.0,0.0,neptune,21
59711,0,tcp,ftp_data,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,17,1.0,0.05,0.0,63,0.08,0.05,0.03,0.0,neptune,18
59712,0,tcp,http_443,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,14,1.0,0.07,0.0,14,0.06,0.0,0.0,0.0,neptune,21
59713,0,udp,private,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0.0,0.09,0.0,32,0.68,0.36,0.0,0.0,satan,15
59714,0,tcp,telnet,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1.0,0.0,0.0,28,0.04,0.02,0.0,0.0,neptune,18
59715,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,2,1.0,0.02,1.0,1.0,ipsweep,17
59716,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,7,1.0,0.06,0.0,15,0.07,0.0,0.0,0.0,neptune,21
59717,0,tcp,ftp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,2,1.0,0.06,0.0,2,0.07,0.0,0.0,0.0,neptune,19
59718,0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.0,0.29,0.0,4,0.01,0.13,0.0,0.0,normal,18
59719,0,tcp,daytime,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,1,1.0,0.07,0.0,1,0.07,0.0,0.0,0.0,neptune,19
59720,0,tcp,bgp,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,17,0.0,0.07,0.0,14,0.09,0.0,0.0,1.0,neptune,18
59721,0,udp,domain_u,SF,43,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0.0,0.0,0.0,255,0.0,0.0,0.0,0.0,normal,21
59722,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,13,1.0,0.06,0.0,15,0.06,0.0,0.0,0.0,neptune,21
59724,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,12,1.0,0.05,0.0,9,0.07,0.0,0.0,0.0,neptune,21
59725,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.0,0.0,1.0,27,0.0,1.0,0.52,0.0,ipsweep,17
59726,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,25,1.0,0.05,0.0,25,0.05,0.0,0.0,0.0,neptune,21
59730,0,tcp,systat,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,19,0.0,0.05,0.0,19,0.07,0.0,0.0,1.0,neptune,20
59732,0,tcp,http,SF,294,866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,255,0.0,0.06,0.06,0.0,normal,21
59735,0,tcp,daytime,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,11,1.0,0.06,0.0,11,0.07,0.0,0.0,0.0,neptune,20
59736,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,14,1.0,0.05,0.0,11,0.07,0.0,0.0,0.0,neptune,21
59737,0,udp,domain_u,SF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0.0,0.0,0.15,209,0.0,1.0,0.01,0.0,normal,21
59739,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1,1.0,0.06,0.0,3,0.06,0.0,0.0,0.0,neptune,21
59740,0,tcp,smtp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.0,0.0,73,0.04,0.02,0.03,0.0,normal,16
59743,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,5,1.0,0.07,0.0,19,0.07,0.0,0.0,0.0,neptune,20
59744,0,tcp,bgp,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,15,1.0,0.07,0.0,15,0.08,0.0,0.0,0.0,neptune,20
59747,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0.0,0.0,1.0,88,0.0,1.0,0.25,0.0,nmap,17
59748,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,11,1.0,0.05,0.0,11,0.05,0.0,0.0,0.0,neptune,21
59749,0,tcp,http,SF,242,492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,33,0.0,0.0,0.12,255,0.0,0.0,0.0,0.0,normal,21
59750,0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,20,0.0,0.06,0.0,20,0.08,0.01,0.0,1.0,neptune,18
59751,0,tcp,finger,S0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0,0.0,1.0,4,0.0,1.0,1.0,0.0,land,20
59752,2,tcp,private,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1,0.53,0.53,0.0,1.0,portsweep,18
59753,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0.0,0.0,1.0,58,0.0,1.0,0.5,0.0,ipsweep,18
59754,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,28,0.0,1.0,0.54,0.0,ipsweep,16
59755,0,tcp,time,RSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,19,0.0,0.06,0.0,19,0.07,0.0,0.0,1.0,neptune,20
59756,0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,9,1.0,0.06,0.0,16,0.07,0.0,0.0,0.0,neptune,21
59757,0,udp,domain_u,SF,31,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,203,0.03,0.74,0.01,0.0,normal,21
59759,0,icmp,eco_i,SF,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0.0,0.0,1.0,73,0.0,1.0,0.51,0.0,ipsweep,16
